date,state,cases_avg,deaths_avg
2020-04-26,West Virginia,23.43,2
2020-04-26,Washington,268.57,17.14
2020-04-26,Virginia,633.29,24.43
2020-04-26,Vermont,5.57,1.29
2020-04-26,Utah,150.29,2
2020-04-26,Texas,824,24.71
2020-04-26,Tennessee,373,4.43
2020-04-26,South Dakota,82.57,0.57
2020-04-26,South Carolina,159,7.71
2020-04-26,Rhode Island,390.43,10.86
2020-04-26,Pennsylvania,1388.14,83.71
2020-04-26,Oregon,57.29,2.43
2020-04-26,Oklahoma,93.43,7.86
2020-04-26,Ohio,623,36.71
2020-04-26,North Dakota,40.29,1
2020-04-26,North Carolina,333.86,18
2020-04-26,New York,6596.14,573
2020-04-26,New Mexico,126.14,6.29
2020-04-26,New Jersey,3391,248
2020-04-26,New Hampshire,67.43,2.71
2020-04-26,Nevada,132.57,6.86
2020-04-26,Nebraska,236.14,3.71
2020-04-26,Montana,2.14,0.57
2020-04-26,Missouri,190,12.29
2020-04-26,Mississippi,233.86,9.71
2020-04-26,Minnesota,178,19.71
2020-04-26,Michigan,950.57,132.14
2020-04-26,Massachusetts,2408.71,170.43
2020-04-26,Maryland,824.57,51.71
2020-04-26,Maine,21.14,2.29
2020-04-26,Louisiana,414.86,61.86
2020-04-26,Kentucky,159.14,8.86
2020-04-26,Kansas,185.86,3.71
2020-04-26,Iowa,367.86,6.14
2020-04-26,Indiana,555.14,39.43
2020-04-26,Illinois,1935.14,91.57
2020-04-26,Idaho,32.14,1.57
2020-04-26,Hawaii,3.57,0.57
2020-04-26,Georgia,691.43,32.14
2020-04-26,Florida,744.86,42.86
2020-04-26,District of Columbia,149.71,11.71
2020-04-26,Delaware,213.71,7.57
2020-04-26,Connecticut,1043.86,114
2020-04-26,Colorado,452.83,43.17
2020-04-26,California,1735.29,77.14
2020-04-26,Arkansas,174.29,1.57
2020-04-26,Arizona,228.14,12.71
2020-04-26,Alaska,3.14,0
2020-04-26,Alabama,216.86,10.5
2020-04-27,Northern Mariana Islands,0,0
2020-04-27,Guam,43.14,0
2020-04-27,Puerto Rico,78.83,6
2020-04-27,Virgin Islands,0.71,0.14
2020-04-27,Wyoming,13.43,0.71
2020-04-27,Wisconsin,228.57,7.14
2020-04-27,West Virginia,24.29,1.57
2020-04-27,Washington,243.29,15.71
2020-04-27,Virginia,649.29,22.57
2020-04-27,Vermont,5.57,1.29
2020-04-27,Utah,146.14,1.86
2020-04-27,Texas,846.86,25.14
2020-04-27,Tennessee,392.14,4
2020-04-27,South Dakota,80.14,0.57
2020-04-27,South Carolina,167.71,7.57
2020-04-27,Rhode Island,374,11.14
2020-04-27,Pennsylvania,1389,82.86
2020-04-27,Oregon,56.86,2.43
2020-04-27,Oklahoma,85.71,7.71
2020-04-27,Ohio,486.57,34.86
2020-04-27,North Dakota,45,0.86
2020-04-27,North Carolina,324.43,20.57
2020-04-27,New York,6483.29,550.71
2020-04-27,New Mexico,122,6.57
2020-04-27,New Jersey,3197.43,238.14
2020-04-27,New Hampshire,70.14,2.57
2020-04-27,Nevada,125.43,8
2020-04-27,Nebraska,263,3
2020-04-27,Montana,2.29,0.29
2020-04-27,Missouri,194.86,13.57
2020-04-27,Mississippi,226,8.57
2020-04-27,Minnesota,192.29,20.43
2020-04-27,Michigan,932.57,134.29
2020-04-27,Massachusetts,2402.71,170.57
2020-04-27,Maryland,832,51.86
2020-04-27,Maine,21.14,2.29
2020-04-27,Louisiana,369.71,58.86
2020-04-27,Kentucky,156.57,8.71
2020-04-27,Kansas,196.71,3.57
2020-04-27,Iowa,384.71,6.86
2020-04-27,Indiana,621.86,38
2020-04-27,Illinois,2053.57,90.43
2020-04-27,Idaho,25.86,1.43
2020-04-27,Hawaii,3.14,0.86
2020-04-27,Georgia,683.14,30.57
2020-04-27,Florida,725.71,37.86
2020-04-27,District of Columbia,137.86,11.43
2020-04-27,Delaware,202.43,7.57
2020-04-27,Connecticut,883.14,97.29
2020-04-27,Colorado,450.83,43.17
2020-04-27,California,1620.86,82.43
2020-04-27,Arkansas,156.86,1.29
2020-04-27,Arizona,236,12.29
2020-04-27,Alaska,3.43,0
2020-04-27,Alabama,208.71,11.33
2020-04-28,Northern Mariana Islands,0,0
2020-04-28,Guam,37.43,0
2020-04-28,Puerto Rico,69.29,6.14
2020-04-28,Virgin Islands,1.14,0.14
2020-04-28,Wyoming,13.43,0.14
2020-04-28,Wisconsin,242.57,8.14
2020-04-28,West Virginia,23.86,1.71
2020-04-28,Washington,250.71,15.57
2020-04-28,Virginia,672.71,23.86
2020-04-28,Vermont,6.29,1
2020-04-28,Utah,148.86,1.86
2020-04-28,Texas,845.57,26.57
2020-04-28,Tennessee,379.57,4.43
2020-04-28,South Dakota,79.86,0.43
2020-04-28,South Carolina,161,8.14
2020-04-28,Rhode Island,346.57,9.71
2020-04-28,Pennsylvania,1419.86,67.43
2020-04-28,Oregon,54.71,3
2020-04-28,Oklahoma,86.14,6.14
2020-04-28,Ohio,434.86,34.57
2020-04-28,North Dakota,49.57,0.86
2020-04-28,North Carolina,373.86,19.43
2020-04-28,New York,6334.86,533.86
2020-04-28,New Mexico,129,6.43
2020-04-28,New Jersey,3067,241.29
2020-04-28,New Hampshire,74.14,2.57
2020-04-28,Nevada,125,8.86
2020-04-28,Nebraska,269.57,2.57
2020-04-28,Montana,2,0.43
2020-04-28,Missouri,195,14.71
2020-04-28,Mississippi,232.29,8
2020-04-28,Minnesota,230.57,20.14
2020-04-28,Michigan,933.29,124
2020-04-28,Massachusetts,2443.29,170.29
2020-04-28,Maryland,848.43,52
2020-04-28,Maine,21.71,2.14
2020-04-28,Louisiana,353.57,56.57
2020-04-28,Kentucky,168.86,8.43
2020-04-28,Kansas,212.43,2.86
2020-04-28,Iowa,390.71,7.57
2020-04-28,Indiana,652.71,37.29
2020-04-28,Illinois,2149,93.29
2020-04-28,Idaho,26.57,1.29
2020-04-28,Hawaii,3.14,0.57
2020-04-28,Georgia,631.14,30.29
2020-04-28,Florida,711,43.43
2020-04-28,District of Columbia,128,11.14
2020-04-28,Delaware,234.86,7.86
2020-04-28,Connecticut,850.29,95.14
2020-04-28,Colorado,466.5,42
2020-04-28,California,1532.29,81.14
2020-04-28,Arkansas,123.57,2
2020-04-28,Arizona,242.43,12
2020-04-28,Alaska,3.14,0
2020-04-28,Alabama,203.29,10
2020-04-29,Northern Mariana Islands,0,0
2020-04-29,Guam,29,0
2020-04-29,Puerto Rico,78.57,5.71
2020-04-29,Virgin Islands,1.71,0.14
2020-04-29,Wyoming,13.86,0.14
2020-04-29,Wisconsin,243.71,8.71
2020-04-29,West Virginia,24.43,1.57
2020-04-29,Washington,269.14,15.57
2020-04-29,Virginia,670.86,24.71
2020-04-29,Vermont,5.57,1
2020-04-29,Utah,149.71,1.57
2020-04-29,Texas,867.14,29.29
2020-04-29,Tennessee,367.71,3.86
2020-04-29,South Dakota,73.86,0.57
2020-04-29,South Carolina,160,13.14
2020-04-29,Rhode Island,343.71,10
2020-04-29,Pennsylvania,1346.86,96
2020-04-29,Oregon,55.29,3.29
2020-04-29,Oklahoma,82.71,6.43
2020-04-29,Ohio,455.14,46.71
2020-04-29,North Dakota,50.57,0.71
2020-04-29,North Carolina,389.57,17.71
2020-04-29,New York,6200.43,520
2020-04-29,New Mexico,143.29,5.86
2020-04-29,New Jersey,2914.14,243.86
2020-04-29,New Hampshire,66.57,2.57
2020-04-29,Nevada,121.86,7.14
2020-04-29,Nebraska,292.86,3.57
2020-04-29,Montana,1.71,0.29
2020-04-29,Missouri,184.14,13.57
2020-04-29,Mississippi,239.29,8.14
2020-04-29,Minnesota,274.71,20
2020-04-29,Michigan,924.29,122.43
2020-04-29,Massachusetts,2474.43,174.71
2020-04-29,Maryland,871.43,54.29
2020-04-29,Maine,21.29,1.86
2020-04-29,Louisiana,340.86,44.71
2020-04-29,Kentucky,166.43,7.14
2020-04-29,Kansas,217.14,3
2020-04-29,Iowa,439.86,8.29
2020-04-29,Indiana,690.57,43
2020-04-29,Illinois,2178.14,92
2020-04-29,Idaho,26,0.86
2020-04-29,Hawaii,2.71,0.57
2020-04-29,Georgia,600.14,35.57
2020-04-29,Florida,697.71,41.43
2020-04-29,District of Columbia,128.57,11.14
2020-04-29,Delaware,207.86,7.86
2020-04-29,Connecticut,614,89.14
2020-04-29,Colorado,468.17,40
2020-04-29,California,1618.71,76.57
2020-04-29,Arkansas,116.43,2.14
2020-04-29,Arizona,249,10.29
2020-04-29,Alaska,2.86,0
2020-04-29,Alabama,187.86,10.83
2020-04-30,Northern Mariana Islands,0,0
2020-04-30,Guam,19.43,0
2020-04-30,Puerto Rico,43.86,3.29
2020-04-30,Virgin Islands,1.71,0.14
2020-04-30,Wyoming,15.14,0
2020-04-30,Wisconsin,264,8.43
2020-04-30,West Virginia,20.71,1.86
2020-04-30,Washington,261.86,15
2020-04-30,Virginia,692.43,25.29
2020-04-30,Vermont,5.86,0.86
2020-04-30,Utah,150.14,1.57
2020-04-30,Texas,909.43,32.43
2020-04-30,Tennessee,333.86,4
2020-04-30,South Dakota,70.57,1.14
2020-04-30,South Carolina,168.29,13.43
2020-04-30,Rhode Island,337.86,11
2020-04-30,Pennsylvania,1412.86,122.43
2020-04-30,Oregon,54.71,2.86
2020-04-30,Oklahoma,85.86,6.14
2020-04-30,Ohio,476.14,45.57
2020-04-30,North Dakota,51.14,0.57
2020-04-30,North Carolina,414.14,18.86
2020-04-30,New York,5966.29,486.29
2020-04-30,New Mexico,147.43,6.43
2020-04-30,New Jersey,2666.14,265.71
2020-04-30,New Hampshire,68,3
2020-04-30,Nevada,120.71,6.86
2020-04-30,Nebraska,306,3.43
2020-04-30,Montana,1.43,0.29
2020-04-30,Missouri,177.43,13.29
2020-04-30,Mississippi,237.43,8.57
2020-04-30,Minnesota,313.43,20.43
2020-04-30,Michigan,870.71,115.86
2020-04-30,Massachusetts,2311.71,171.71
2020-04-30,Maryland,860,55.86
2020-04-30,Maine,22.57,1.29
2020-04-30,Louisiana,320.86,43.71
2020-04-30,Kentucky,165.71,6.57
2020-04-30,Kansas,239.86,3
2020-04-30,Iowa,458,9.43
2020-04-30,Indiana,700.43,43.29
2020-04-30,Illinois,2283.29,95
2020-04-30,Idaho,25.71,1.29
2020-04-30,Hawaii,2.71,0.57
2020-04-30,Georgia,646.57,35.71
2020-04-30,Florida,577.57,40.14
2020-04-30,District of Columbia,137.43,12.14
2020-04-30,Delaware,203.71,8.57
2020-04-30,Connecticut,657.14,88.29
2020-04-30,Colorado,492,36.67
2020-04-30,California,1562.29,72.71
2020-04-30,Arkansas,97.43,2.29
2020-04-30,Arizona,268.43,9
2020-04-30,Alaska,2.57,0
2020-04-30,Alabama,176.57,10.71
